Region,Year,REG_ID,    Labour Force with Elementary Education (ISCED 0-2),    Labour Force with Secondary education (ISCED 3-4),    Labour Force with Tertiary education (ISCED 5-8),    Labour Force with Unknown Educational Level,    R&D Employment in Full-Time Equivalent by the Business Sector,    R&D Employment in Full-Time Equivalent by the Government Sector,    R&D Employment in Full-Time Equivalent by the Higher Education Sector,    R&D Employment in Full-Time Equivalent by the Private and Non-Profit Sector,"    R&D Expenditures Performed by the Business Sector (millions USD, constant prices, constant PPP, base year 2010)",    R&D Expenditures Performed by the Business Sector (millions of current national currency),"    R&D Expenditures Performed by the Government Sector (millions USD, constant prices, constant PPP, base year 2010)",    R&D Expenditures Performed by the Government Sector (millions of current national currency),"    R&D Expenditures Performed by the Higher Education Sector (millions USD, constant prices, constant PPP, base year 2010)",    R&D Expenditures Performed by the Higher Education Sector (millions of current national currency),"    R&D Expenditures Performed by the Private and Non-Profit Sector (millions USD, constant prices, constant PPP, base year 2010)",    R&D Expenditures Performed by the Private and Non-Profit Sector (millions of current national currency),    R&D Female Employed by the Business Sector Rate (in % of Female employment),    R&D Female Employed by the Government Sector Rate (in % of Female employment),    R&D Female Employed by the Higher Education Sector Rate (in % of Female employment),    R&D Female Employed by the Private and Non-Profit Sector Rate (in % of Female employment),    R&D Female Personnel Employed by the Business Sector,    R&D Female Personnel Employed by the Government Sector,    R&D Female Personnel Employed by the Higher Education Sector,    R&D Female Personnel Employed by the Private and Non-Profit Sector,    R&D Personnel Employed by the Business Sector,    R&D Personnel Employed by the Business Sector Rate (in % of total employment),    R&D Personnel Employed by the Government Sector,    R&D Personnel Employed by the Government Sector Rate (in % of total employment),    R&D Personnel Employed by the Higher Education Sector,    R&D Personnel Employed by the Higher Education Sector Rate (in % of total employment),    R&D Personnel Employed by the Private and Non-Profit Sector,    R&D Personnel Employed by the Private and Non-Profit Sector Rate (in % of total employment),    Share of R&D Expenditures Performed by the Business Sector (in % of GDP),    Share of R&D Expenditures Performed by the Government Sector (in % of GDP),    Share of R&D Expenditures Performed by the Higher Education Sector (in % of GDP),    Share of R&D Expenditures Performed by the Private and Non-Profit Sector (in % of GDP),"    Share of R&D Female Employed by the Government Sector (in % of total R&D personnel, same sector)","    Share of R&D Female Employed by the Higher Education Sector (in % of total R&D personnel, same sector)","    Share of R&D Female Employed by the Private and Non-Profit Sector (in % of total R&D personnel, same sector)","    Share of R&D Female Personnel Employed by the Business Sector (in % of total R&D personnel, same sector)",    Student Enrolment at Elementary Level (ISCED 0-2),    Student Enrolment at Elementary Level Rate (in % of population),    Student Enrolment at Secondary Level (ISCED 3-4),    Student Enrolment at Secondary Level Rate (in % of population),    Student Enrolment at Tertiary Level (ISCED 5-6),    Student Enrolment at Tertiary Level Rate (in % of population),Employment in high-technology manufacturing,Employment in knowledge-intensive services,"Employment rate for 25 to 64 year-olds, below upper secondary education","Employment rate for 25 to 64 year-olds, with tertiary education","Employment rate for 25 to 64 year-olds, with upper secondary and post-secondary non-tertiary education",Labour Force Total,"PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","PCT co-patent applications, all count (total count; by inventor and priority year)",PCT patent applications in ICT - count,PCT patent applications in biotech - count,PCT patent applications in medical - count,PCT patent applications in nanotech - count,PCT patent applications in pharmaceuticals - count,PCT patent applications per million inhabitants (fractional count; by inventor and priority year) - level,R&D Female Personnel Rate (in % of Female employment),R&D Total Employment in Full-Time Equivalent,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",R&D Total Expenditure (millions of current national currency),R&D Total Female Personnel,R&D Total Personnel,R&D Total Personnel Rate (in % of total employment),Share of Labour Force with Elementary Education (in % of labour force),Share of Labour Force with Secondary Education (in % of labour force),Share of Labour Force with Tertiary Education (in % of labour force),Share of R&D Female in R&D Total Personnel,Share of R&D Total Expenditure (in % of GDP),Share of employment in high-technology manufacturing (in % of total employment),Share of employment in knowledge-intensive services (as a share of total employment),Share of population 25 to 64 year-olds with tertiary education ,"Share of population 25 to 64 year-olds, below upper secondary education","Share of population 25 to 64 year-olds, with upper secondary and post-secondary non-tertiary education",Student Enrolment Total,"Total employment, all activities"
Finland,2000,FIN,662300.0,1163500.0,836900.0,,,,,,4516.26,3135.94,673.85,467.9,1017.91,789.33,42.48,29.5,0.73,0.39,0.79,0.03,8205.0,4380.0,8892.0,353.0,38169.0,1.61,9462.0,0.4,20548.0,0.87,634.0,0.03,2.3,0.34,0.58,0.02,46.29,43.27,55.68,21.5,712718.0,13.8,296070.0,5.7,270185.0,5.2,,,,,,2664100.0,1392.66,,779.919,41.1163,40.2214,3.3667,46.7203,269.3,1.94,,6369.27,4422.61,21830.0,68813.0,2.91,24.9,43.7,31.4,31.72,3.24,,,32.3,26.8,40.9,1278970.0,
Finland,2001,FIN,653700.0,1185400.0,839500.0,,,,,,4578.24,3284.0,657.04,471.3,1040.97,834.117,41.27,29.6,0.72,0.38,0.83,0.03,8269.0,4399.0,9526.0,386.0,37971.0,1.58,9640.0,0.4,21517.0,0.9,660.0,0.03,2.27,0.33,0.58,0.02,45.63,44.27,58.48,21.78,722824.0,13.9,307193.0,5.9,279628.0,5.4,,,,,,2678600.0,1380.6,,757.701,66.0749,55.0381,5.0,53.3465,266.5,1.97,,6439.39,4619.02,22580.0,69788.0,2.9,24.4,44.3,31.3,32.36,3.19,,,32.3,26.2,41.5,1309650.0,
Finland,2002,FIN,639500.0,1210800.0,836200.0,,,,,,4661.24,3375.11,691.22,500.5,1143.98,925.556,40.33,29.2,0.74,0.42,0.91,0.03,8568.0,4828.0,10577.0,387.0,39239.0,1.63,10064.0,0.42,23126.0,0.96,692.0,0.03,2.27,0.34,0.62,0.02,47.97,45.74,55.92,21.84,725034.0,13.9,309771.0,6.0,283805.0,5.5,,,,,,2686400.0,1312.17,,723.054,47.7945,43.7583,5.6667,47.0833,252.6,2.1,,6671.04,4830.36,24360.0,73121.0,3.04,23.8,45.1,31.1,33.31,3.25,,,32.4,25.0,42.6,1318610.0,
Finland,2003,FIN,612200.0,1228100.0,841100.0,,,,,,4863.05,3527.93,668.82,485.2,1186.11,961.692,41.63,30.2,0.73,0.41,0.96,0.04,8519.0,4708.0,11160.0,417.0,40089.0,1.67,9903.0,0.41,24049.0,1.0,732.0,0.03,2.32,0.32,0.63,0.02,47.54,46.41,56.97,21.25,724711.0,13.9,313917.0,6.0,291664.0,5.6,,,,,,2681400.0,1287.08,,709.642,56.554,48.2571,6.4167,46.7898,247.2,2.14,,6899.13,5005.02,24804.0,74773.0,3.11,22.8,45.8,31.4,33.17,3.3,,,33.2,24.0,42.9,1330290.0,
Finland,2004,FIN,565100.0,1222300.0,872000.0,,,,,,5047.05,3683.47,681.4,497.3,1274.76,1039.85,44.94,32.8,0.78,0.41,1.02,0.04,8977.0,4690.0,11670.0,433.0,40674.0,1.71,9943.0,0.42,25298.0,1.06,772.0,0.03,2.32,0.31,0.66,0.02,47.17,46.13,56.09,22.07,725830.0,13.9,319517.0,6.1,299888.0,5.7,,,,,,2659400.0,1511.82,,943.172,61.875,34.5001,9.7499,47.188,289.6,2.25,,7198.18,5253.42,25770.0,76687.0,3.22,21.2,46.0,32.8,33.6,3.31,,,34.2,22.4,43.4,1345240.0,
Finland,2005,FIN,513000.0,1226100.0,881400.0,,32109.0,7422.0,17453.0,487.0,5263.18,3876.9,710.01,523.0,1265.83,1042.1,43.04,31.7,0.79,0.41,1.04,0.04,9162.0,4726.0,12093.0,427.0,40802.0,1.7,9926.0,0.41,25793.0,1.07,754.0,0.03,2.35,0.32,0.63,0.02,47.61,46.88,56.63,22.45,720087.0,13.7,351251.0,6.7,305996.0,5.8,,,,,,2620500.0,1458.19,,914.678,49.8633,35.8572,8.4667,34.5475,278.5,2.28,57471.0,7430.96,5473.7,26408.0,77275.0,3.22,19.6,46.8,33.6,34.17,3.32,,,34.6,21.2,44.2,1377330.0,
Finland,2006,FIN,502800.0,1245000.0,900000.0,,32993.0,7408.0,17362.0,493.0,5525.75,4107.79,724.39,538.504,1299.09,1079.24,47.98,35.666,0.79,0.39,1.13,0.04,9328.0,4640.0,13350.0,436.0,41691.0,1.71,9581.0,0.39,27897.0,1.14,742.0,0.03,2.38,0.31,0.63,0.02,48.43,47.85,58.76,22.37,715960.0,13.6,361387.0,6.9,308966.0,5.9,,,,,,2647900.0,1640.1,,1005.02,49.9744,48.5659,12.1668,34.8262,312.1,2.36,58257.0,7749.9,5761.2,27754.0,79911.0,3.27,19.0,47.0,34.0,34.73,3.33,,,35.1,20.4,44.5,1386310.0,
Finland,2007,FIN,487200.0,1249500.0,938300.0,,31940.0,7325.0,16503.0,475.0,5908.62,4513.35,691.6,528.284,1364.18,1164.65,47.63,36.386,0.74,0.38,1.15,0.04,8873.0,4510.0,13792.0,432.0,41005.0,1.65,9222.0,0.37,28556.0,1.15,724.0,0.03,2.41,0.28,0.62,0.02,48.9,48.3,59.67,21.64,711299.0,13.4,374084.0,7.1,309163.0,5.8,,,,,,2675000.0,1595.81,,922.523,67.3667,29.9999,15.6667,50.7112,302.4,2.3,56243.0,8172.54,6242.67,27607.0,79507.0,3.19,18.2,46.7,35.1,34.72,3.34,,,36.4,19.5,44.2,1394550.0,
Finland,2008,FIN,483500.0,1266100.0,953500.0,,33111.0,7122.0,15968.0,497.0,6482.34,5101.99,701.4,552.041,1341.63,1180.65,46.27,36.42,0.72,0.34,1.13,0.04,8812.0,4120.0,13690.0,451.0,41762.0,1.65,8710.0,0.34,28086.0,1.11,731.0,0.03,2.63,0.28,0.61,0.02,47.3,48.74,61.7,21.1,706833.0,13.3,381672.0,7.2,309648.0,5.8,44400.0,1051100.0,,,,2703000.0,1496.56,,810.646,63.7995,49.6698,10.8333,36.4835,282.3,2.23,56698.0,8730.08,6871.09,27073.0,79289.0,3.13,17.9,46.8,35.3,34.14,3.54,1.75,41.53,36.6,18.9,44.5,1398150.0,2530900.0
Finland,2009,FIN,449200.0,1259200.0,969800.0,,32237.0,6787.0,16490.0,554.0,6051.22,4847.16,770.63,617.296,1430.86,1282.81,48.94,39.205,0.71,0.33,1.16,0.04,8523.0,4026.0,14002.0,486.0,41262.0,1.68,8547.0,0.35,28890.0,1.18,776.0,0.03,2.67,0.34,0.71,0.02,47.1,48.47,62.63,20.66,701880.0,13.1,389616.0,7.3,296691.0,5.6,44300.0,1045900.0,,,,2678200.0,1496.38,,783.311,55.3492,45.7166,18.681,31.6884,280.9,2.25,56069.0,8472.26,6786.47,27037.0,79475.0,3.23,16.8,47.0,36.2,34.02,3.73,1.8,42.56,37.3,18.0,44.7,1388190.0,2457300.0
Finland,2010,FIN,426600.0,1249800.0,995400.0,,30559.0,6836.0,17924.0,579.0,6040.82,4854.46,802.15,644.616,1583.72,1424.83,58.97,47.39,0.69,0.36,1.21,0.04,8198.0,4318.0,14359.0,512.0,40392.0,1.65,8815.0,0.36,29952.0,1.22,820.0,0.03,2.58,0.34,0.76,0.03,48.98,47.94,62.44,20.3,698951.0,13.0,393614.0,7.3,303554.0,5.7,40900.0,1050700.0,,,,2671800.0,1565.76,,864.084,67.7834,48.6333,14.1,24.7,292.6,2.3,55897.0,8674.98,6971.3,27388.0,79979.0,3.27,16.0,46.8,37.3,34.24,3.71,1.67,42.93,38.1,17.0,44.8,1396120.0,2447500.0
Finland,2011,FIN,413200.0,1246900.0,1022300.0,,31180.0,6881.0,15847.0,619.0,6120.37,5047.43,768.42,633.712,1551.43,1431.84,61.49,50.711,0.69,0.36,1.21,0.05,8221.0,4254.0,14451.0,541.0,40949.0,1.66,8695.0,0.35,30290.0,1.22,883.0,0.04,2.55,0.32,0.73,0.03,48.92,47.71,61.27,20.08,696695.0,12.9,391497.0,7.3,308336.0,5.7,36200.0,1090700.0,,,,2682400.0,1548.81,,850.896,52.6452,53.1524,13.25,32.3786,288.1,2.3,54526.0,8686.49,7163.69,27467.0,80817.0,3.27,15.4,46.5,38.1,33.99,3.62,1.46,44.09,39.3,16.3,44.4,1396590.0,2473700.0
Finland,2012,FIN,392400.0,1269600.0,1028000.0,,30995.0,6360.0,16146.0,546.0,5528.61,4695.0,725.21,615.864,1551.96,1474.64,54.62,46.385,0.67,0.32,1.2,0.04,8117.0,3904.0,14429.0,516.0,40296.0,1.62,8250.0,0.33,29986.0,1.21,840.0,0.03,2.34,0.31,0.74,0.02,47.32,48.12,61.43,20.14,697461.0,12.9,388228.0,7.2,308924.0,5.7,34200.0,1101000.0,,,,2690100.0,1648.39,,891.278,34.9569,50.3154,3.6381,23.8571,305.2,2.24,54047.0,8044.91,6831.89,26966.0,79372.0,3.2,14.6,47.2,38.2,33.97,3.4,1.38,44.34,39.7,15.2,45.1,1394610.0,2483200.0
Finland,2013,FIN,365500.0,1260200.0,1050300.0,,30381.0,6319.0,15726.0,547.0,5284.37,4602.4,684.77,596.4,1475.85,1438.1,54.19,47.2,0.67,0.32,1.16,0.04,7997.0,3820.0,13903.0,508.0,40870.0,1.66,8103.0,0.33,29157.0,1.19,813.0,0.03,2.25,0.29,0.71,0.02,47.14,47.68,62.48,19.57,774451.0,14.2,383791.0,7.1,288416.0,5.3,31700.0,1090900.0,,,,2676000.0,1509.33,,756.043,61.0281,75.0363,2.2,39.8601,278.1,2.19,52972.0,7674.52,6684.1,26228.0,78943.0,3.21,13.7,47.1,39.2,33.22,3.27,1.29,44.41,40.5,14.1,45.3,,2456700.0
Finland,2014,FIN,350500.0,1244500.0,1084300.0,,29634.0,5880.0,16034.0,583.0,4981.6,4409.5,636.16,563.1,1503.15,1489.5,56.49,50.0,0.68,0.29,1.17,0.05,8082.0,3474.0,13935.0,547.0,40217.0,1.64,7377.0,0.3,28809.0,1.18,903.0,0.04,2.13,0.27,0.72,0.02,47.09,48.37,60.58,20.1,776281.0,14.2,380471.0,7.0,285797.0,5.2,28600.0,1103000.0,,,,2679300.0,1375.36,,684.489,48.528,60.7667,6.6666,30.25,252.3,2.18,52130.0,7357.0,6512.1,26038.0,77306.0,3.16,13.1,46.4,40.5,33.68,3.15,1.17,45.07,41.8,13.5,44.7,,2447200.0
Finland,2015,FIN,330300.0,1247600.0,1111000.0,,29770.0,4519.0,15515.0,564.0,4497.63,4047.3,551.41,496.2,1466.61,1480.5,52.12,46.9,0.7,0.24,1.15,0.05,8318.0,2906.0,13619.0,547.0,40562.0,1.66,6468.0,0.27,28162.0,1.16,898.0,0.04,1.91,0.23,0.71,0.02,44.93,48.36,60.91,20.51,779471.0,14.2,384690.0,7.0,282609.0,5.2,27100.0,1106900.0,,,,2688900.0,1290.24,,629.37,49.022,55.1834,6.0,24.45,235.8,2.14,50367.0,6746.39,6070.9,25390.0,76090.0,3.12,12.3,46.4,41.3,33.37,2.87,1.11,45.42,42.7,12.3,45.0,,2436800.0
Finland,2016,FIN,316400.0,1249300.0,1119100.0,,27634.0,4039.0,15157.0,599.0,4327.67,3901.7,536.18,483.4,,1489.8,56.79,51.2,0.66,0.21,1.15,0.05,7781.0,2528.0,13599.0,563.0,38093.0,1.56,5853.0,0.24,27537.0,1.12,904.0,0.04,1.79,0.22,,0.02,43.19,49.38,62.28,20.43,,,,,,,28000.0,1101300.0,54.3,,,2684900.0,,,,,,,,,2.07,47429.0,6573.08,5926.1,24471.0,72387.0,2.96,11.8,46.5,41.7,33.81,2.72,1.14,44.99,43.1,11.9,45.0,,2448100.0
Finland,2017,FIN,317300.0,1245700.0,1144100.0,,28148.0,4240.0,,603.0,4435.14,4028.3,580.33,527.1,,,55.71,50.6,0.64,0.24,,0.05,7605.0,2828.0,,563.0,37307.0,1.51,6251.0,0.25,,,908.0,0.04,1.78,0.23,,0.02,45.24,,62.0,20.38,,,,,,,25200.0,1133400.0,53.2,84.5,73.4,2707100.0,,,,,,,,,2.11,48999.0,6796.67,6173.2,25148.0,72621.0,2.94,11.7,46.0,42.3,34.63,2.73,1.02,45.83,43.7,11.7,44.6,,2473200.0
Finland,2018,FIN,,,,,28720.0,4217.0,,657.0,4556.65,4226.9,576.74,535.0,,,56.06,52.0,0.64,0.23,,0.05,7840.0,2845.0,,594.0,37309.0,1.47,6284.0,0.25,,,941.0,0.04,1.8,0.23,,0.02,45.27,,63.12,21.01,,,,,,,26300.0,1163100.0,,,,,,,,,,,,,2.14,50011.0,6939.92,6437.7,26142.0,73905.0,2.91,,,,35.37,2.75,1.04,45.79,44.5,10.8,44.7,,2539900.0
Finland,2019,FIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26300.0,1184300.0,,,,,,,,,,,,,,,,,,,,,,,,,1.03,46.16,46.0,9.9,44.1,,2565600.0
France,2000,FRA,8198000.0,11362900.0,6191500.0,,,,,,28261.1,19348.4,7831.14,5361.43,8108.47,5804.36,641.79,439.39,0.44,0.19,0.51,0.04,45689.0,20266.0,52814.0,4290.0,187411.0,0.81,50808.0,0.22,134953.0,0.58,8437.0,0.04,1.3,0.36,0.39,0.03,39.89,39.14,50.85,24.38,9605250.0,15.8,2648050.0,4.4,2015340.0,3.3,,,,,,25754600.0,4671.82,,1513.84,435.704,269.733,39.5053,478.299,77.2,1.18,,45212.2,30953.6,123059.0,381609.0,1.65,31.8,44.1,24.0,32.25,2.08,,,21.6,37.8,40.7,14350600.0,
France,2001,FRA,7948400.0,11424800.0,6532400.0,658800.0,,,,,29757.7,20782.2,7778.06,5432.04,8514.96,6217.29,652.78,455.89,0.43,0.18,0.5,0.04,46280.0,19995.0,53871.0,4175.0,195243.0,0.81,48887.0,0.2,138197.0,0.57,8304.0,0.03,1.35,0.35,0.4,0.03,40.9,38.98,50.28,23.7,9581260.0,15.7,2599510.0,4.2,2031740.0,3.3,,,,,,26564300.0,4976.46,,1656.51,474.39,269.302,55.9836,554.772,81.6,1.15,,47091.0,32887.4,124321.0,390631.0,1.62,30.7,44.1,25.2,31.83,2.13,,,22.6,36.8,40.7,14292200.0,
France,2002,FRA,7809700.0,11514400.0,6835800.0,678000.0,,,,,30637.1,21838.7,8008.39,5708.52,8737.77,6512.13,656.45,467.929,0.44,0.19,0.52,0.04,48278.0,21220.0,57838.0,4435.0,200961.0,0.82,50587.0,0.21,148830.0,0.61,8789.0,0.04,1.37,0.36,0.41,0.03,41.95,38.86,50.46,24.02,9551290.0,15.5,2588090.0,4.2,2029180.0,3.3,,,,,,26837900.0,5064.9,,1720.03,415.393,314.968,44.7821,490.489,82.5,1.19,,48437.7,34527.3,131771.0,409167.0,1.68,29.9,44.0,26.1,32.2,2.17,,,23.5,35.9,40.6,14247300.0,
France,2003,FRA,7875000.0,11885300.0,7079700.0,658300.0,,,,,29812.7,21646.2,7942.13,5766.56,8815.2,6692.93,638.26,463.425,0.42,0.18,0.51,0.03,49153.0,21192.0,58854.0,3921.0,203264.0,0.81,50690.0,0.2,153131.0,0.61,7976.0,0.03,1.32,0.35,0.41,0.03,41.81,38.43,49.16,24.18,9533360.0,15.4,2616880.0,4.2,2119150.0,3.4,,,,,,27498300.0,5286.98,,1685.46,389.228,305.739,70.0122,480.827,85.5,1.15,,47611.1,34569.1,133120.0,415061.0,1.65,29.3,44.3,26.4,32.07,2.11,,,23.9,34.8,41.2,14350300.0,
France,2004,FRA,7824700.0,11929800.0,7223000.0,666500.0,,,,,30525.5,22523.4,8213.14,6060.1,8617.76,6650.69,621.3,458.432,0.45,0.19,0.52,0.03,52058.0,21751.0,59571.0,3922.0,210231.0,0.84,51284.0,0.2,155347.0,0.62,7726.0,0.03,1.32,0.35,0.39,0.03,42.41,38.35,50.76,24.76,9530390.0,15.2,2630260.0,4.2,2160300.0,3.5,,,,,,27644000.0,5888.73,,1911.7,414.1,314.102,66.1501,458.766,94.5,1.19,,48373.5,35692.6,137302.0,424588.0,1.69,29.0,44.2,26.8,32.34,2.09,,,24.5,34.1,41.4,14401400.0,
France,2005,FRA,7659600.0,12018900.0,7622000.0,670500.0,194991.0,49645.0,98743.0,6302.0,29918.8,22503.1,8558.68,6437.33,8669.94,6820.73,620.17,466.452,0.42,0.19,0.52,0.03,49958.0,22395.0,61174.0,3853.0,204762.0,0.8,56347.0,0.22,160552.0,0.63,7726.0,0.03,1.27,0.36,0.38,0.03,39.74,38.1,49.87,24.4,9991950.0,15.9,2746960.0,4.4,2187380.0,3.5,,,,,,27970900.0,6336.67,,2122.32,338.585,349.189,80.2565,495.348,100.9,1.16,349681.0,48166.0,36227.6,137381.0,429387.0,1.69,28.1,44.0,27.9,31.99,2.04,,,25.4,33.3,41.3,14939900.0,
France,2006,FRA,7543600.0,12069400.0,7856100.0,697500.0,207875.0,50735.0,101073.0,6131.0,31119.3,23910.6,8139.06,6253.66,9056.58,7278.89,600.39,461.311,0.45,0.19,0.52,0.03,54346.0,22861.0,62456.0,3836.0,229735.0,0.9,53505.0,0.21,162209.0,0.63,7475.0,0.03,1.29,0.34,0.39,0.02,42.73,38.5,51.32,23.66,9974090.0,15.7,2760080.0,4.4,2201200.0,3.5,,,,,,28166700.0,6460.58,,1951.0,385.282,336.059,62.9956,512.241,102.2,1.2,365814.0,49332.1,37904.4,143500.0,452924.0,1.77,27.5,43.9,28.6,31.68,2.05,,,26.1,32.7,41.2,14948200.0,
France,2007,FRA,7619000.0,12547100.0,8245400.0,,215891.0,50937.0,102616.0,5792.0,31412.2,24752.7,8156.04,6426.93,9295.66,7662.59,584.84,460.848,0.45,0.19,0.52,0.03,55508.0,23436.0,63571.0,3927.0,230294.0,0.88,54117.0,0.21,155245.0,0.59,7735.0,0.03,1.27,0.33,0.39,0.02,43.31,40.95,50.77,24.1,9953130.0,15.6,2744720.0,4.3,2179510.0,3.4,,,,,,28416600.0,6786.68,,2032.98,433.279,384.623,80.3899,492.755,106.6,1.19,375235.0,49877.3,39303.1,146442.0,447391.0,1.71,26.8,44.2,29.0,32.73,2.02,,,26.6,31.5,41.8,14890100.0,
France,2008,FRA,7322800.0,12783000.0,8486700.0,20700.0,220016.0,52055.0,104961.0,5620.0,31936.1,25761.2,8137.78,6564.33,9749.67,8228.05,635.64,512.735,0.46,0.19,0.51,0.03,57188.0,24069.0,64171.0,4005.0,243530.0,0.92,55109.0,0.21,165697.0,0.63,7639.0,0.03,1.29,0.33,0.41,0.03,43.68,38.73,52.43,23.48,9941750.0,15.5,2724040.0,4.2,2164540.0,3.4,306900.0,11129800.0,,,,28613300.0,6883.04,,2095.88,463.957,411.162,69.7653,516.255,107.5,1.2,382653.0,50909.8,41066.3,149434.0,471975.0,1.78,25.6,44.7,29.7,31.66,2.06,1.16,42.06,27.1,30.5,42.4,14834700.0,26459500.0
France,2009,FRA,7229600.0,12726900.0,8883600.0,16700.0,225891.0,53148.0,105048.0,6127.0,32738.3,26425.9,8654.57,6985.85,10548.5,8910.84,634.66,512.289,0.47,0.2,0.5,0.03,58469.0,24508.0,62619.0,3722.0,253487.0,0.97,56152.0,0.21,161962.0,0.62,7256.0,0.03,1.36,0.36,0.46,0.03,43.65,38.66,51.3,23.07,9939830.0,15.4,2688380.0,4.2,2172860.0,3.4,288700.0,11238200.0,,,,28856800.0,6989.46,,2060.95,529.617,392.008,76.1182,516.769,108.6,1.2,390214.0,53067.0,42834.9,149318.0,478857.0,1.83,25.1,44.1,30.8,31.18,2.21,1.1,42.88,28.4,29.9,41.7,14805100.0,26207400.0
France,2010,FRA,7142800.0,12759900.0,9072400.0,7900.0,235588.0,49925.0,106585.0,5659.0,33652.7,27454.6,7468.32,6092.81,10985.5,9380.15,663.51,541.302,0.53,0.18,0.48,0.03,65999.0,22464.0,59561.0,3514.0,296980.0,1.13,52081.0,0.2,166970.0,0.64,7617.0,0.03,1.37,0.3,0.47,0.03,43.13,35.67,46.13,22.22,9959240.0,15.4,2667890.0,4.1,2245100.0,3.5,269600.0,11496800.0,,,,28983100.0,7199.55,,2099.0,497.31,366.454,94.3978,431.704,111.3,1.21,397756.0,53282.3,43468.8,151538.0,523648.0,1.99,24.7,44.0,31.3,28.94,2.18,1.03,43.76,28.9,29.3,41.8,14875600.0,26269400.0
France,2011,FRA,6973900.0,12712000.0,9312200.0,,239111.0,49685.0,107891.0,5805.0,35031.8,28850.6,7587.83,6248.99,10963.1,9449.38,683.11,562.58,0.55,0.18,0.48,0.03,68979.0,22571.0,60487.0,4028.0,314514.0,1.19,52141.0,0.2,168061.0,0.64,7731.0,0.03,1.4,0.3,0.46,0.03,43.29,35.99,52.1,21.93,9997130.0,15.4,2666480.0,4.1,2259450.0,3.5,279500.0,11627100.0,,,,29002300.0,7738.64,,2256.16,561.907,403.291,92.8847,445.356,119.1,1.25,402492.0,54776.6,45111.5,156065.0,542447.0,2.06,24.0,43.8,32.1,28.77,2.19,1.06,44.21,29.7,28.5,41.9,14925700.0,26302300.0
France,2012,FRA,6790900.0,12705700.0,9733300.0,,246438.0,49903.0,108794.0,6645.0,36058.8,30041.4,7345.5,6119.7,11112.7,9689.19,802.8,668.834,0.59,0.18,0.48,0.04,73652.0,22398.0,60626.0,4414.0,335822.0,1.27,51716.0,0.2,169776.0,0.64,8598.0,0.03,1.44,0.29,0.46,0.03,43.31,35.71,51.34,21.93,10023600.0,15.3,2660350.0,4.1,2296310.0,3.5,258400.0,11722300.0,,,,29232100.0,7723.46,,2245.49,496.16,371.98,84.6104,467.904,118.3,1.28,411780.0,55837.0,46519.0,161090.0,565912.0,2.15,23.2,43.5,33.3,28.47,2.23,0.98,44.49,30.7,27.6,41.7,14983000.0,26347100.0
France,2013,FRA,6091600.0,13045300.0,10228700.0,26400.0,251446.0,49980.0,109883.0,6832.0,36433.4,30589.7,7366.77,6185.18,11254.6,9889.1,831.47,698.105,0.6,0.18,0.48,0.04,76337.0,22599.0,61095.0,4457.0,342091.0,1.3,51764.0,0.2,172700.0,0.65,8796.0,0.03,1.45,0.29,0.47,0.03,43.66,35.38,50.67,22.31,10064100.0,15.3,2616260.0,4.0,2268600.0,3.4,255300.0,11784100.0,,,,29392100.0,8025.56,,2276.28,517.397,413.917,45.9779,420.729,122.3,1.3,418141.0,56409.9,47362.0,164488.0,575351.0,2.18,20.7,44.4,34.8,28.59,2.24,0.97,44.68,32.1,25.0,42.9,,26372900.0
France,2014,FRA,5527700.0,13235100.0,10633400.0,86600.0,248041.0,49762.0,111700.0,7626.0,36867.8,31132.9,7298.36,6163.09,11184.1,10823.3,875.01,738.901,0.6,0.18,0.56,0.04,76679.0,22398.0,71114.0,4911.0,342280.0,1.3,51564.0,0.2,172522.0,0.65,9464.0,0.04,1.45,0.29,0.46,0.03,43.44,41.22,51.89,22.4,10121300.0,15.3,2631520.0,4.0,2319940.0,3.5,252800.0,12070100.0,,,,29482800.0,8168.94,,2311.07,534.831,459.019,26.0454,433.481,123.9,1.38,417129.0,56745.6,47918.7,175102.0,575830.0,2.18,18.8,45.0,36.2,30.41,2.23,0.96,45.72,33.2,23.3,43.5,,26399200.0
France,2015,FRA,5262800.0,13249700.0,10922100.0,101400.0,251444.0,49413.0,120480.0,7307.0,37182.8,31756.4,7443.43,6357.14,12265.3,10957.7,899.12,767.9,,,,,,,,,,,,,,,,,1.44,0.29,0.5,0.03,,,,,10228200.0,15.4,2640220.0,4.0,2355550.0,3.5,264000.0,12242800.0,,,,29536100.0,8102.17,,2231.48,543.074,502.748,22.8357,443.764,121.9,,428643.0,58355.5,49839.1,,,,17.9,45.0,37.1,,2.27,1.0,46.27,34.1,22.4,43.5,,26461000.0
